managedObjects_id,Meter Type,Suburb,Postcode,Usage Type
61221417,captis_pulse,BUDERIM,4556,Residential
62366197,captis_pulse,BUDERIM,4556,Residential
22722932,c8y_lwm2m,BUDERIM,4556,Residential
62362043,captis_pulse,BUDERIM,4556,Residential
61144919,captis_pulse,BUDERIM,4556,Residential
62362145,captis_pulse,BUDERIM,4556,Residential
29531025,c8y_lwm2m,BUDERIM,4556,Residential
22723951,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723837,c8y_lwm2m,KULUIN,4558,Residential
22723429,c8y_lwm2m,KULUIN,4558,Residential
22723717,c8y_lwm2m,KULUIN,4558,Residential
22723804,c8y_lwm2m,BUDERIM,4556,Residential
71786533,c8y_lwm2m,MOUNTAIN CREEK,4557,Residential
53973,captis_pulse,BUDERIM,4556,Residential
8863,captis_pulse,BUDERIM,4556,Residential
71786680,c8y_lwm2m,BUDERIM,4556,Residential
22723543,c8y_lwm2m,KULUIN,4558,Residential
22722931,c8y_lwm2m,KULUIN,4558,Residential
22723540,c8y_lwm2m,MAROOCHYDORE,4558,Residential
52530,captis_pulse,MAROOCHYDORE,4558,Residential
22722632,c8y_lwm2m,BUDERIM,4556,Residential
22723924,c8y_lwm2m,BUDERIM,4556,Residential
22723808,c8y_lwm2m,BUDERIM,4556,Residential
22723592,c8y_lwm2m,BUDERIM,4556,Residential
22723017,c8y_lwm2m,BUDERIM,4556,Residential
22723946,c8y_lwm2m,BUDERIM,4556,Residential
22723019,c8y_lwm2m,BUDERIM,4556,Residential
22723694,c8y_lwm2m,BUDERIM,4556,Residential
22723707,c8y_lwm2m,BUDERIM,4556,Residential
22722978,c8y_lwm2m,BUDERIM,4556,Residential
22723961,c8y_lwm2m,BUDERIM,4556,Residential
22722983,c8y_lwm2m,BUDERIM,4556,Residential
602079,captis_pulse,BUDERIM,4556,Residential
591856,captis_pulse,BUDERIM,4556,Residential
22723102,c8y_lwm2m,BUDERIM,4556,Residential
22723011,c8y_lwm2m,BUDERIM,4556,Residential
737572,captis_pulse,BUDERIM,4556,Residential
22722652,c8y_lwm2m,BUDERIM,4556,Residential
22723074,c8y_lwm2m,BUDERIM,4556,Residential
82308,captis_pulse,BUDERIM,4556,Residential
1664379,captis_pulse,BUDERIM,4556,Residential
92395,captis_pulse,BUDERIM,4556,Residential
22722995,c8y_lwm2m,BUDERIM,4556,Residential
22723064,c8y_lwm2m,BUDERIM,4556,Residential
97600,captis_pulse,BUDERIM,4556,Residential
81426,captis_pulse,BUDERIM,4556,Residential
1462392,captis_pulse,BUDERIM,4556,Residential
1662496,captis_pulse,BUDERIM,4556,Residential
22722929,c8y_lwm2m,BUDERIM,4556,Residential
22722957,c8y_lwm2m,KULUIN,4558,Residential
22722959,c8y_lwm2m,KULUIN,4558,Residential
81970859,captis_pulse,BUDERIM,4556,Residential
64629951,captis_pulse,MAROOCHYDORE,4558,Residential
61204642,captis_pulse,BUDERIM,4556,Residential
292327,captis_pulse,BUDERIM,4556,Residential
64254,captis_pulse,BUDERIM,4556,Residential
77617,captis_pulse,BUDERIM,4556,Residential
293809,captis_pulse,BUDERIM,4556,Residential
311558,captis_pulse,BUDERIM,4556,Residential
286914,captis_pulse,BUDERIM,4556,Residential
283478,captis_pulse,BUDERIM,4556,Residential
294921,captis_pulse,BUDERIM,4556,Residential
292072,captis_pulse,BUDERIM,4556,Residential
64630792,captis_pulse,BUDERIM,4556,Residential
22722993,c8y_lwm2m,BUDERIM,4556,Residential
22722991,c8y_lwm2m,BUDERIM,4556,Residential
22723063,c8y_lwm2m,BUDERIM,4556,Residential
22722970,c8y_lwm2m,BUDERIM,4556,Residential
602793,captis_pulse,BUDERIM,4556,Residential
590071,captis_pulse,BUDERIM,4556,Residential
593842,captis_pulse,BUDERIM,4556,Residential
577462,captis_pulse,BUDERIM,4556,Residential
22722990,c8y_lwm2m,BUDERIM,4556,Residential
22723162,c8y_lwm2m,BUDERIM,4556,Residential
22723159,c8y_lwm2m,BUDERIM,4556,Residential
22722916,c8y_lwm2m,BUDERIM,4556,Residential
22723028,c8y_lwm2m,BUDERIM,4556,Residential
22723874,c8y_lwm2m,BUDERIM,4556,Residential
22723935,c8y_lwm2m,BUDERIM,4556,Residential
22723828,c8y_lwm2m,BUDERIM,4556,Residential
22722912,c8y_lwm2m,BUDERIM,4556,Residential
29531016,c8y_lwm2m,BUDERIM,4556,Residential
29531070,c8y_lwm2m,BUDERIM,4556,Residential
29531092,c8y_lwm2m,BUDERIM,4556,Residential
589914,captis_pulse,BUDERIM,4556,Residential
22723075,c8y_lwm2m,BUDERIM,4556,Residential
22723591,c8y_lwm2m,BUDERIM,4556,Residential
22723093,c8y_lwm2m,BUDERIM,4556,Residential
22723508,c8y_lwm2m,KULUIN,4558,Residential
22723888,c8y_lwm2m,KULUIN,4558,Residential
22723884,c8y_lwm2m,KULUIN,4558,Residential
22723889,c8y_lwm2m,KULUIN,4558,Residential
22722965,c8y_lwm2m,KULUIN,4558,Residential
22722964,c8y_lwm2m,KULUIN,4558,Residential
22722963,c8y_lwm2m,KULUIN,4558,Residential
22722902,c8y_lwm2m,KULUIN,4558,Residential
22722674,c8y_lwm2m,KULUIN,4558,Residential
22723887,c8y_lwm2m,KULUIN,4558,Residential
22723325,c8y_lwm2m,KULUIN,4558,Residential
22723542,c8y_lwm2m,KULUIN,4558,Residential
22722960,c8y_lwm2m,KULUIN,4558,Residential
22722901,c8y_lwm2m,KULUIN,4558,Residential
22723321,c8y_lwm2m,KULUIN,4558,Residential
22723252,c8y_lwm2m,MAROOCHYDORE,4558,Residential
46054145,captis_pulse,BUDERIM,4556,Residential
63407,captis_pulse,BUDERIM,4556,Residential
71778960,c8y_lwm2m,BUDERIM,4556,Residential
71778963,c8y_lwm2m,BUDERIM,4556,Residential
71786613,c8y_lwm2m,BUDERIM,4556,Residential
71786557,c8y_lwm2m,BUDERIM,4556,Residential
71786611,c8y_lwm2m,BUDERIM,4556,Residential
71778974,c8y_lwm2m,BUDERIM,4556,Residential
71786615,c8y_lwm2m,BUDERIM,4556,Residential
71786614,c8y_lwm2m,BUDERIM,4556,Residential
71786646,c8y_lwm2m,BUDERIM,4556,Residential
71786588,c8y_lwm2m,BUDERIM,4556,Residential
71786696,c8y_lwm2m,BUDERIM,4556,Residential
71786597,c8y_lwm2m,BUDERIM,4556,Residential
71786584,c8y_lwm2m,BUDERIM,4556,Residential
71786664,c8y_lwm2m,BUDERIM,4556,Residential
71786505,c8y_lwm2m,BUDERIM,4556,Residential
71778987,c8y_lwm2m,BUDERIM,4556,Residential
22724282,c8y_lwm2m,BUDERIM,4556,Residential
22724059,c8y_lwm2m,BUDERIM,4556,Residential
22724042,c8y_lwm2m,BUDERIM,4556,Residential
71786647,c8y_lwm2m,BUDERIM,4556,Residential
71786644,c8y_lwm2m,BUDERIM,4556,Residential
71786645,c8y_lwm2m,BUDERIM,4556,Residential
29531077,c8y_lwm2m,BUDERIM,4556,Residential
29531058,c8y_lwm2m,BUDERIM,4556,Residential
22724185,c8y_lwm2m,BUDERIM,4556,Residential
22724275,c8y_lwm2m,BUDERIM,4556,Residential
22724271,c8y_lwm2m,BUDERIM,4556,Residential
22723646,c8y_lwm2m,BUDERIM,4556,Residential
22723134,c8y_lwm2m,BUDERIM,4556,Residential
22723135,c8y_lwm2m,BUDERIM,4556,Residential
22723050,c8y_lwm2m,BUDERIM,4556,Residential
22723137,c8y_lwm2m,BUDERIM,4556,Residential
22723826,c8y_lwm2m,BUDERIM,4556,Residential
22723872,c8y_lwm2m,BUDERIM,4556,Residential
22540237,c8y_lwm2m,BUDERIM,4556,Residential
22723932,c8y_lwm2m,BUDERIM,4556,Residential
22723054,c8y_lwm2m,BUDERIM,4556,Residential
22723161,c8y_lwm2m,BUDERIM,4556,Residential
22723160,c8y_lwm2m,BUDERIM,4556,Residential
22723695,c8y_lwm2m,KULUIN,4558,Residential
22722693,c8y_lwm2m,BUDERIM,4556,Residential
22722688,c8y_lwm2m,BUDERIM,4556,Residential
22723934,c8y_lwm2m,BUDERIM,4556,Residential
275819,captis_pulse,BUDERIM,4556,Residential
22723996,c8y_lwm2m,KULUIN,4558,Residential
22723000,c8y_lwm2m,BUDERIM,4556,Residential
22722692,c8y_lwm2m,BUDERIM,4556,Residential
71786598,c8y_lwm2m,BUDERIM,4556,Residential
71786592,c8y_lwm2m,BUDERIM,4556,Residential
71786650,c8y_lwm2m,BUDERIM,4556,Residential
71786601,c8y_lwm2m,BUDERIM,4556,Residential
71786602,c8y_lwm2m,BUDERIM,4556,Residential
71786687,c8y_lwm2m,BUDERIM,4556,Residential
71786736,c8y_lwm2m,BUDERIM,4556,Residential
71786558,c8y_lwm2m,BUDERIM,4556,Residential
71786699,c8y_lwm2m,BUDERIM,4556,Residential
71786700,c8y_lwm2m,BUDERIM,4556,Residential
71786759,c8y_lwm2m,BUDERIM,4556,Residential
71786754,c8y_lwm2m,BUDERIM,4556,Residential
71786791,c8y_lwm2m,BUDERIM,4556,Residential
71786760,c8y_lwm2m,BUDERIM,4556,Residential
71786737,c8y_lwm2m,BUDERIM,4556,Residential
71786626,c8y_lwm2m,BUDERIM,4556,Residential
77759549,c8y_lwm2m,BUDERIM,4556,Residential
22724171,c8y_lwm2m,BUDERIM,4556,Residential
64634095,captis_pulse,MAROOCHYDORE,4558,Residential
22723243,c8y_lwm2m,KULUIN,4558,Residential
22723247,c8y_lwm2m,KULUIN,4558,Residential
22723608,c8y_lwm2m,KULUIN,4558,Non-Residential
22723241,c8y_lwm2m,KULUIN,4558,Residential
22723760,c8y_lwm2m,KULUIN,4558,Residential
22723613,c8y_lwm2m,KULUIN,4558,Residential
22724116,c8y_lwm2m,BUDERIM,4556,Residential
22723794,c8y_lwm2m,BUDERIM,4556,Residential
22724211,c8y_lwm2m,BUDERIM,4556,Residential
22723545,c8y_lwm2m,KULUIN,4558,Residential
22723408,c8y_lwm2m,KULUIN,4558,Residential
22723322,c8y_lwm2m,KULUIN,4558,Residential
22722930,c8y_lwm2m,KULUIN,4558,Residential
22722962,c8y_lwm2m,KULUIN,4558,Residential
22723885,c8y_lwm2m,KULUIN,4558,Residential
10272,captis_pulse,BUDERIM,4556,Residential
46056359,captis_pulse,MAROOCHYDORE,4558,Residential
71786599,c8y_lwm2m,BUDERIM,4556,Residential
71786658,c8y_lwm2m,BUDERIM,4556,Residential
71786649,c8y_lwm2m,BUDERIM,4556,Residential
22723027,c8y_lwm2m,BUDERIM,4556,Residential
22723026,c8y_lwm2m,BUDERIM,4556,Residential
98978,captis_pulse,BUDERIM,4556,Residential
338415,captis_pulse,BUDERIM,4556,Residential
22722660,c8y_lwm2m,KULUIN,4558,Residential
22723268,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22723250,c8y_lwm2m,MAROOCHYDORE,4558,Residential
64632460,captis_pulse,MAROOCHYDORE,4558,Residential
22722937,c8y_lwm2m,BUDERIM,4556,Residential
22722689,c8y_lwm2m,BUDERIM,4556,Residential
22722656,c8y_lwm2m,BUDERIM,4556,Residential
22722992,c8y_lwm2m,BUDERIM,4556,Residential
22723065,c8y_lwm2m,BUDERIM,4556,Residential
71786690,c8y_lwm2m,BUDERIM,4556,Residential
71786651,c8y_lwm2m,BUDERIM,4556,Residential
71786688,c8y_lwm2m,BUDERIM,4556,Residential
71786589,c8y_lwm2m,BUDERIM,4556,Residential
71786648,c8y_lwm2m,BUDERIM,4556,Residential
71786594,c8y_lwm2m,BUDERIM,4556,Residential
71786563,c8y_lwm2m,BUDERIM,4556,Residential
71786698,c8y_lwm2m,BUDERIM,4556,Residential
71786560,c8y_lwm2m,BUDERIM,4556,Residential
71786643,c8y_lwm2m,BUDERIM,4556,Residential
71786642,c8y_lwm2m,BUDERIM,4556,Residential
71786593,c8y_lwm2m,BUDERIM,4556,Residential
71786684,c8y_lwm2m,BUDERIM,4556,Residential
71786625,c8y_lwm2m,BUDERIM,4556,Residential
71786701,c8y_lwm2m,BUDERIM,4556,Residential
71786739,c8y_lwm2m,BUDERIM,4556,Residential
71786562,c8y_lwm2m,BUDERIM,4556,Residential
71786697,c8y_lwm2m,BUDERIM,4556,Residential
71786738,c8y_lwm2m,BUDERIM,4556,Residential
71786761,c8y_lwm2m,BUDERIM,4556,Residential
71786559,c8y_lwm2m,BUDERIM,4556,Residential
71786790,c8y_lwm2m,BUDERIM,4556,Residential
71786786,c8y_lwm2m,BUDERIM,4556,Residential
71786789,c8y_lwm2m,BUDERIM,4556,Residential
71786788,c8y_lwm2m,BUDERIM,4556,Residential
71786605,c8y_lwm2m,BUDERIM,4556,Residential
64296852,captis_pulse,BUDERIM,4556,Non-Residential
71786525,c8y_lwm2m,BUDERIM,4556,Residential
22723504,c8y_lwm2m,MAROOCHYDORE,4558,Residential
22722977,c8y_lwm2m,BUDERIM,4556,Residential
62366298,captis_pulse,BUDERIM,4556,Residential
22723043,c8y_lwm2m,BUDERIM,4556,Residential
22723815,c8y_lwm2m,BUDERIM,4556,Residential
22723954,c8y_lwm2m,BUDERIM,4556,Residential
22723863,c8y_lwm2m,BUDERIM,4556,Residential
22723729,c8y_lwm2m,BUDERIM,4556,Residential
22723807,c8y_lwm2m,BUDERIM,4556,Residential
29531041,c8y_lwm2m,BUDERIM,4556,Residential
22724134,c8y_lwm2m,BUDERIM,4556,Residential
29531056,c8y_lwm2m,BUDERIM,4556,Residential
22724276,c8y_lwm2m,BUDERIM,4556,Residential
22724186,c8y_lwm2m,BUDERIM,4556,Residential
22723883,c8y_lwm2m,BUDERIM,4556,Residential
22723003,c8y_lwm2m,BUDERIM,4556,Residential
36290436,captis_pulse,MAROOCHYDORE,4558,Non-Residential
62306620,captis_pulse,BUDERIM,4556,Residential
64630803,captis_pulse,BUDERIM,4556,Residential
22723496,c8y_lwm2m,BUDERIM,4556,Residential
22723967,c8y_lwm2m,BUDERIM,4556,Residential
22722635,c8y_lwm2m,BUDERIM,4556,Residential
22723732,c8y_lwm2m,BUDERIM,4556,Residential
71786659,c8y_lwm2m,BUDERIM,4556,Residential
71786655,c8y_lwm2m,BUDERIM,4556,Residential
2138,captis_pulse,MAROOCHYDORE,4558,Residential
64276723,captis_pulse,BUDERIM,4556,Residential
71786686,c8y_lwm2m,BUDERIM,4556,Residential
22722676,c8y_lwm2m,BUDERIM,4556,Residential
22722675,c8y_lwm2m,BUDERIM,4556,Residential
22723736,c8y_lwm2m,KULUIN,4558,Residential
22723931,c8y_lwm2m,KULUIN,4558,Residential
71786812,c8y_lwm2m,MOUNTAIN CREEK,4557,Residential
71786635,c8y_lwm2m,MOUNTAIN CREEK,4557,Residential
22724261,c8y_lwm2m,BUDERIM,4556,Residential
22723598,c8y_lwm2m,MAROOCHYDORE,4558,Non-Residential
22723600,c8y_lwm2m,MAROOCHYDORE,4558,Non-Residential
489,captis_pulse,MAROOCHYDORE,4558,Non-Residential
64629940,captis_pulse,BUDERIM,4556,Residential
71786755,c8y_lwm2m,BUDERIM,4556,Residential
71778961,c8y_lwm2m,BUDERIM,4556,Residential
71778959,c8y_lwm2m,BUDERIM,4556,Residential
71778965,c8y_lwm2m,BUDERIM,4556,Residential
71786633,c8y_lwm2m,BUDERIM,4556,Residential
71786616,c8y_lwm2m,BUDERIM,4556,Residential
64629961,captis_pulse,MAROOCHYDORE,4558,Residential
47593353,captis_pulse,MAROOCHYDORE,4558,Residential
22723024,c8y_lwm2m,BUDERIM,4556,Residential
22723025,c8y_lwm2m,BUDERIM,4556,Residential
22723923,c8y_lwm2m,BUDERIM,4556,Residential
22723970,c8y_lwm2m,BUDERIM,4556,Residential
22723023,c8y_lwm2m,BUDERIM,4556,Residential
22723974,c8y_lwm2m,BUDERIM,4556,Residential
22722691,c8y_lwm2m,BUDERIM,4556,Residential
93930,captis_pulse,BUDERIM,4556,Residential
89940,captis_pulse,BUDERIM,4556,Residential
99872,captis_pulse,BUDERIM,4556,Residential
